timestamp,estacao,geolocalizacao,equipamento_id,tipo_equipamento,vibracao,impacto,temperatura,velocidade_corrente,abertura_porta,posicao,torque,desalinhamento,contagem_pessoas,travamento,posicao_suspeita
2026-03-26 17:15:06,Praça do Relógio,"-15.8319,-48.0569",Escada_Rolante_4,Escada_Rolante,0.76,Nenhum,29.2,1.08,N/A,Em movimento,24.18,Nenhum,8,Não,Não
2026-03-26 17:20:06,Central,"-15.7925,-47.8828",Escada_Rolante_1,Escada_Rolante,5.45,Extremo,40.2,2.5,N/A,N/A,121.08,Severo,15,Sim,Sim
2026-03-26 17:25:06,Ceilândia Centro,"-15.8236,-48.1128",Escada_Rolante_2,Escada_Rolante,1.55,Nenhum,20.4,1.04,N/A,Em movimento,48.24,Nenhum,6,Não,Não
2026-03-26 17:30:06,Shopping,"-15.8336,-47.9422",Elevador_3,Elevador,0.13,Nenhum,28.6,1.88,Aberta,Andar 3,23.11,Nenhum,1,Não,Não
2026-03-26 17:35:06,Central,"-15.7925,-47.8828",Escada_Rolante_1,Escada_Rolante,1.57,Nenhum,21.0,0.92,N/A,Em movimento,49.12,Nenhum,6,Não,Não
2026-03-26 17:40:06,Guariroba,"-15.8306,-48.1022",Elevador_1,Elevador,2.24,Nenhum,27.0,1.7,Aberta,Andar 10,37.41,Nenhum,7,Não,Não
2026-03-26 17:45:06,Central,"-15.7925,-47.8828",Elevador_1,Elevador,1.85,Nenhum,21.8,1.99,Aberta,Andar 9,33.58,Nenhum,8,Não,Não
2026-03-26 17:50:06,Concessionárias,"-15.8361,-48.0381",Elevador_1,Elevador,0.19,Nenhum,21.2,2.04,Fechada,Andar 10,26.43,Nenhum,8,Não,Não
2026-03-26 17:55:06,Furnas,"-15.8672,-48.0469",Elevador_2,Elevador,1.32,Nenhum,23.9,2.08,Aberta,Andar 6,40.6,Nenhum,2,Não,Não
2026-03-26 18:00:06,Arniqueiras,"-15.8378,-48.0169",Escada_Rolante_2,Escada_Rolante,0.45,Nenhum,26.5,0.99,N/A,Em movimento,24.2,Nenhum,7,Não,Não
2026-03-26 18:05:06,114 Sul,"-15.8406,-47.9181",Escada_Rolante_2,Escada_Rolante,1.41,Nenhum,23.2,0.97,N/A,Em movimento,29.84,Nenhum,0,Não,Não
2026-03-26 18:10:06,112 Sul,"-15.8347,-47.9133",Escada_Rolante_1,Escada_Rolante,0.65,Nenhum,21.3,0.99,N/A,Em movimento,38.28,Nenhum,4,Não,Não
2026-03-26 18:15:06,106 Sul,"-15.8164,-47.8997",Escada_Rolante_2,Escada_Rolante,2.08,Nenhum,24.9,0.92,N/A,Em movimento,46.98,Nenhum,6,Não,Não
2026-03-26 18:20:06,Arniqueiras,"-15.8378,-48.0169",Escada_Rolante_2,Escada_Rolante,2.35,Leve,23.7,1.07,N/A,Em movimento,22.05,Nenhum,6,Não,Não
2026-03-26 18:25:06,Arniqueiras,"-15.8378,-48.0169",Elevador_3,Elevador,5.63,Extremo,45.4,1.32,Forçada,Bloqueada,146.9,Crítico,12,Sim,Sim
2026-03-26 18:30:06,Concessionárias,"-15.8361,-48.0381",Escada_Rolante_1,Escada_Rolante,1.86,Nenhum,29.6,1.09,N/A,Em movimento,28.93,Nenhum,7,Não,Não
2026-03-26 18:35:06,Terminal Asa Sul,"-15.8483,-47.9239",Escada_Rolante_3,Escada_Rolante,1.71,Nenhum,21.6,1.06,N/A,Em movimento,44.61,Nenhum,1,Não,Não
2026-03-26 18:40:06,112 Sul,"-15.8347,-47.9133",Escada_Rolante_1,Escada_Rolante,0.59,Nenhum,28.0,0.99,N/A,Em movimento,47.58,Nenhum,8,Não,Não
2026-03-26 18:45:06,Centro Metropolitano,"-15.8344,-48.0772",Elevador_4,Elevador,0.84,Nenhum,26.9,1.52,Aberta,Andar 1,31.34,Nenhum,2,Não,Não
2026-03-26 18:50:06,102 Sul,"-15.8044,-47.8903",Escada_Rolante_2,Escada_Rolante,2.16,Nenhum,22.8,0.92,N/A,Em movimento,24.22,Nenhum,7,Não,Não
2026-03-26 18:55:06,108 Sul,"-15.8228,-47.9042",Escada_Rolante_4,Escada_Rolante,1.96,Nenhum,25.5,1.08,N/A,Em movimento,41.54,Nenhum,1,Não,Não
2026-03-26 19:00:06,Ceilândia Sul,"-15.8378,-48.0933",Elevador_2,Elevador,0.76,Nenhum,23.0,1.44,Aberta,Andar 7,48.7,Nenhum,5,Não,Não
2026-03-26 19:05:06,112 Sul,"-15.8347,-47.9133",Elevador_3,Elevador,1.31,Nenhum,26.0,1.54,Aberta,Andar 3,49.79,Nenhum,0,Não,Não
2026-03-26 19:10:06,Estrada Parque,"-15.8333,-48.0494",Elevador_1,Elevador,0.53,Nenhum,29.4,1.08,Aberta,Andar 8,28.55,Nenhum,6,Não,Não
2026-03-26 19:15:06,Terminal Ceilândia,"-15.8078,-48.1258",Elevador_2,Elevador,0.67,Nenhum,23.9,1.19,Aberta,Andar 10,20.51,Nenhum,6,Não,Não
2026-03-26 19:20:06,Concessionárias,"-15.8361,-48.0381",Elevador_1,Elevador,2.0,Nenhum,23.4,1.94,Fechada,Andar 2,39.07,Nenhum,2,Não,Não
2026-03-26 19:25:06,Guariroba,"-15.8306,-48.1022",Elevador_2,Elevador,2.13,Nenhum,20.2,1.65,Fechada,Andar 3,21.94,Nenhum,4,Não,Não
2026-03-26 19:30:06,Arniqueiras,"-15.8378,-48.0169",Escada_Rolante_1,Escada_Rolante,1.14,Nenhum,22.5,0.97,N/A,Em movimento,49.06,Nenhum,8,Não,Não
2026-03-26 19:35:06,Concessionárias,"-15.8361,-48.0381",Escada_Rolante_3,Escada_Rolante,2.08,Nenhum,29.4,1.09,N/A,Em movimento,49.58,Nenhum,4,Não,Não
2026-03-26 19:40:06,Águas Claras,"-15.8406,-48.0264",Elevador_2,Elevador,1.44,Nenhum,23.3,2.2,Aberta,Andar 6,32.66,Nenhum,1,Não,Não
2026-03-26 19:45:06,Praça do Relógio,"-15.8319,-48.0569",Elevador_1,Elevador,2.19,Nenhum,25.5,1.83,Aberta,Andar 8,24.24,Nenhum,5,Não,Não
2026-03-26 19:50:06,108 Sul,"-15.8228,-47.9042",Escada_Rolante_3,Escada_Rolante,1.62,Nenhum,23.0,1.08,N/A,Em movimento,38.87,Nenhum,6,Não,Não
2026-03-26 19:55:06,Samambaia Sul,"-15.8753,-48.0817",Escada_Rolante_1,Escada_Rolante,2.13,Nenhum,25.7,1.06,N/A,Em movimento,44.04,Nenhum,5,Não,Não
2026-03-26 20:00:06,Terminal Asa Sul,"-15.8483,-47.9239",Escada_Rolante_2,Escada_Rolante,1.88,Nenhum,22.2,0.95,N/A,Em movimento,29.53,Nenhum,1,Não,Não
2026-03-26 20:05:06,Ceilândia Sul,"-15.8378,-48.0933",Escada_Rolante_4,Escada_Rolante,0.54,Nenhum,21.9,0.96,N/A,Em movimento,33.34,Nenhum,5,Não,Não
2026-03-26 20:10:06,Estrada Parque,"-15.8333,-48.0494",Elevador_4,Elevador,1.44,Leve,22.2,1.76,Fechada,Andar 5,25.44,Nenhum,8,Não,Não
2026-03-26 20:15:06,Shopping,"-15.8336,-47.9422",Elevador_2,Elevador,2.17,Nenhum,26.6,1.85,Fechada,Andar 1,37.58,Nenhum,5,Não,Não
2026-03-26 20:20:06,112 Sul,"-15.8347,-47.9133",Elevador_4,Elevador,2.2,Nenhum,20.1,2.35,Fechada,Andar 2,36.25,Nenhum,4,Não,Não
2026-03-26 20:25:06,Guariroba,"-15.8306,-48.1022",Elevador_1,Elevador,1.58,Nenhum,22.7,1.32,Aberta,Andar 1,36.08,Nenhum,5,Não,Não
2026-03-26 20:30:06,Taguatinga Sul,"-15.8569,-48.0336",Escada_Rolante_2,Escada_Rolante,1.73,Nenhum,26.6,0.97,N/A,Em movimento,42.08,Nenhum,6,Não,Não
2026-03-26 20:35:06,Samambaia Sul,"-15.8753,-48.0817",Escada_Rolante_4,Escada_Rolante,1.5,Nenhum,20.7,0.91,N/A,Em movimento,29.01,Nenhum,3,Não,Não
2026-03-26 20:40:06,Taguatinga Sul,"-15.8569,-48.0336",Escada_Rolante_2,Escada_Rolante,1.09,Nenhum,21.0,0.96,N/A,Em movimento,48.76,Nenhum,4,Não,Não
2026-03-26 20:45:06,Águas Claras,"-15.8406,-48.0264",Escada_Rolante_2,Escada_Rolante,1.12,Nenhum,28.4,1.06,N/A,Em movimento,37.65,Nenhum,5,Não,Não
2026-03-26 20:50:06,Guariroba,"-15.8306,-48.1022",Elevador_1,Elevador,0.54,Leve,29.6,1.56,Fechada,Andar 7,20.13,Nenhum,7,Não,Não
2026-03-26 20:55:06,Praça do Relógio,"-15.8319,-48.0569",Elevador_1,Elevador,0.82,Nenhum,23.2,1.07,Aberta,Andar 2,21.08,Nenhum,6,Não,Não
2026-03-26 21:00:06,Guariroba,"-15.8306,-48.1022",Escada_Rolante_2,Escada_Rolante,2.41,Leve,28.4,0.98,N/A,Em movimento,40.18,Nenhum,5,Não,Não
2026-03-26 21:05:06,Shopping,"-15.8336,-47.9422",Escada_Rolante_4,Escada_Rolante,1.01,Leve,29.6,1.06,N/A,Em movimento,29.62,Nenhum,2,Não,Não
2026-03-26 21:10:06,110 Sul,"-15.8286,-47.9089",Elevador_1,Elevador,1.7,Nenhum,29.8,2.48,Fechada,Andar 7,45.58,Nenhum,6,Não,Não
2026-03-26 21:15:06,Samambaia Sul,"-15.8753,-48.0817",Escada_Rolante_2,Escada_Rolante,2.2,Nenhum,28.3,0.92,N/A,Em movimento,24.03,Nenhum,6,Não,Não
2026-03-26 21:20:06,Águas Claras,"-15.8406,-48.0264",Escada_Rolante_4,Escada_Rolante,1.97,Nenhum,23.5,1.03,N/A,Em movimento,21.0,Nenhum,6,Não,Não
2026-03-26 21:25:06,Furnas,"-15.8672,-48.0469",Elevador_3,Elevador,2.2,Nenhum,26.7,2.48,Aberta,Andar 3,29.26,Nenhum,5,Não,Não
2026-03-26 21:30:06,110 Sul,"-15.8286,-47.9089",Escada_Rolante_4,Escada_Rolante,0.47,Leve,27.5,1.01,N/A,Em movimento,41.99,Nenhum,3,Não,Não
2026-03-26 21:35:06,Taguatinga Sul,"-15.8569,-48.0336",Escada_Rolante_2,Escada_Rolante,0.56,Nenhum,27.3,0.94,N/A,Em movimento,40.37,Nenhum,2,Não,Não
2026-03-26 21:40:06,108 Sul,"-15.8228,-47.9042",Elevador_2,Elevador,0.39,Nenhum,27.7,2.36,Aberta,Andar 8,39.93,Nenhum,7,Não,Não
2026-03-26 21:45:06,Galeria,"-15.7981,-47.8856",Escada_Rolante_3,Escada_Rolante,1.99,Nenhum,20.3,1.07,N/A,Em movimento,25.35,Nenhum,6,Não,Não
2026-03-26 21:50:06,102 Sul,"-15.8044,-47.8903",Elevador_4,Elevador,2.0,Nenhum,27.3,1.29,Fechada,Andar 9,35.76,Nenhum,2,Não,Não
2026-03-26 21:55:06,Furnas,"-15.8672,-48.0469",Elevador_1,Elevador,0.25,Nenhum,24.9,1.85,Aberta,Andar 7,40.6,Nenhum,6,Não,Não
2026-03-26 22:00:06,112 Sul,"-15.8347,-47.9133",Escada_Rolante_3,Escada_Rolante,2.06,Nenhum,29.6,0.93,N/A,Em movimento,30.13,Nenhum,1,Não,Não
2026-03-26 22:05:06,Ceilândia Centro,"-15.8236,-48.1128",Escada_Rolante_4,Escada_Rolante,1.07,Nenhum,26.1,1.08,N/A,Em movimento,37.56,Nenhum,6,Não,Não
2026-03-26 22:10:06,Shopping,"-15.8336,-47.9422",Escada_Rolante_1,Escada_Rolante,13.75,Forte,39.8,0.42,N/A,N/A,88.12,Severo,17,Sim,Sim
2026-03-26 22:15:06,Arniqueiras,"-15.8378,-48.0169",Elevador_1,Elevador,0.45,Nenhum,29.8,2.45,Fechada,Andar 3,26.81,Nenhum,3,Não,Não
2026-03-26 22:20:06,110 Sul,"-15.8286,-47.9089",Escada_Rolante_4,Escada_Rolante,1.84,Nenhum,20.7,1.02,N/A,Em movimento,23.78,Nenhum,6,Não,Não
2026-03-26 22:25:06,Ceilândia Sul,"-15.8378,-48.0933",Elevador_4,Elevador,1.52,Nenhum,26.1,1.65,Aberta,Andar 8,47.0,Nenhum,3,Não,Não
2026-03-26 22:30:06,Galeria,"-15.7981,-47.8856",Elevador_1,Elevador,1.86,Leve,20.9,2.23,Fechada,Andar 2,25.24,Nenhum,7,Não,Não
2026-03-26 22:35:06,Galeria,"-15.7981,-47.8856",Elevador_4,Elevador,1.35,Leve,27.1,1.85,Fechada,Andar 9,30.7,Nenhum,3,Não,Não
2026-03-26 22:40:06,Terminal Ceilândia,"-15.8078,-48.1258",Escada_Rolante_1,Escada_Rolante,1.27,Nenhum,20.8,0.99,N/A,Em movimento,44.2,Nenhum,0,Não,Não
2026-03-26 22:45:06,106 Sul,"-15.8164,-47.8997",Elevador_2,Elevador,0.72,Nenhum,21.5,1.19,Aberta,Andar 10,33.45,Nenhum,2,Não,Não
2026-03-26 22:50:06,Estrada Parque,"-15.8333,-48.0494",Escada_Rolante_2,Escada_Rolante,0.14,Nenhum,26.5,0.96,N/A,Em movimento,30.93,Nenhum,1,Não,Não
2026-03-26 22:55:06,Guariroba,"-15.8306,-48.1022",Elevador_2,Elevador,0.78,Nenhum,27.4,2.27,Fechada,Andar 2,41.2,Nenhum,4,Não,Não
2026-03-26 23:00:06,114 Sul,"-15.8406,-47.9181",Elevador_1,Elevador,0.42,Nenhum,28.3,2.19,Aberta,Andar 6,36.16,Nenhum,2,Não,Não
2026-03-26 23:05:06,114 Sul,"-15.8406,-47.9181",Escada_Rolante_4,Escada_Rolante,1.51,Nenhum,20.2,0.94,N/A,Em movimento,31.27,Nenhum,0,Não,Não
2026-03-26 23:10:06,Águas Claras,"-15.8406,-48.0264",Elevador_4,Elevador,1.29,Leve,23.7,1.15,Fechada,Andar 2,27.26,Nenhum,0,Não,Não
2026-03-26 23:15:06,Taguatinga Sul,"-15.8569,-48.0336",Escada_Rolante_2,Escada_Rolante,1.45,Nenhum,29.6,1.0,N/A,Em movimento,31.4,Nenhum,4,Não,Não
2026-03-26 23:20:06,Furnas,"-15.8672,-48.0469",Escada_Rolante_1,Escada_Rolante,0.59,Nenhum,29.2,0.94,N/A,Em movimento,47.36,Nenhum,5,Não,Não
2026-03-26 23:25:06,Furnas,"-15.8672,-48.0469",Elevador_1,Elevador,12.98,Forte,36.7,2.67,Forçada,Entre andares,96.12,Severo,18,Sim,Sim
2026-03-26 23:30:06,Centro Metropolitano,"-15.8344,-48.0772",Escada_Rolante_1,Escada_Rolante,2.32,Nenhum,26.7,0.97,N/A,Em movimento,44.66,Nenhum,3,Não,Não
2026-03-26 23:35:06,Praça do Relógio,"-15.8319,-48.0569",Escada_Rolante_1,Escada_Rolante,0.24,Nenhum,28.6,0.95,N/A,Em movimento,34.4,Nenhum,6,Não,Não
2026-03-26 23:40:06,Terminal Asa Sul,"-15.8483,-47.9239",Escada_Rolante_1,Escada_Rolante,1.02,Nenhum,22.8,1.0,N/A,Em movimento,49.6,Nenhum,6,Não,Não
2026-03-26 23:45:06,Galeria,"-15.7981,-47.8856",Elevador_3,Elevador,0.13,Nenhum,28.8,1.13,Aberta,Andar 3,47.62,Nenhum,5,Não,Não
2026-03-26 23:50:06,106 Sul,"-15.8164,-47.8997",Elevador_3,Elevador,0.72,Nenhum,26.7,2.02,Fechada,Andar 10,28.29,Nenhum,8,Não,Não
2026-03-26 23:55:06,Samambaia Sul,"-15.8753,-48.0817",Escada_Rolante_4,Escada_Rolante,0.39,Leve,24.3,1.05,N/A,Em movimento,23.39,Nenhum,0,Não,Não
2026-03-27 00:00:06,Terminal Ceilândia,"-15.8078,-48.1258",Elevador_3,Elevador,1.5,Nenhum,28.2,2.31,Aberta,Andar 9,49.14,Nenhum,1,Não,Não
2026-03-27 00:05:06,Terminal Ceilândia,"-15.8078,-48.1258",Elevador_2,Elevador,0.43,Nenhum,23.3,1.96,Fechada,Andar 5,48.45,Nenhum,7,Não,Não
2026-03-27 00:10:06,Taguatinga Sul,"-15.8569,-48.0336",Escada_Rolante_1,Escada_Rolante,2.48,Nenhum,28.9,1.05,N/A,Em movimento,41.03,Nenhum,4,Não,Não
2026-03-27 00:15:06,Arniqueiras,"-15.8378,-48.0169",Elevador_4,Elevador,1.76,Nenhum,20.8,1.02,Aberta,Andar 6,40.44,Nenhum,8,Não,Não
2026-03-27 00:20:06,Terminal Asa Sul,"-15.8483,-47.9239",Elevador_3,Elevador,2.12,Nenhum,28.1,2.19,Fechada,Andar 6,24.31,Nenhum,8,Não,Não
2026-03-27 00:25:06,Terminal Asa Sul,"-15.8483,-47.9239",Escada_Rolante_1,Escada_Rolante,1.14,Leve,22.2,1.09,N/A,Em movimento,28.28,Nenhum,6,Não,Não
2026-03-27 00:30:06,Taguatinga Sul,"-15.8569,-48.0336",Elevador_2,Elevador,1.1,Nenhum,23.2,1.95,Aberta,Andar 9,43.64,Nenhum,5,Não,Não
2026-03-27 00:35:06,Estrada Parque,"-15.8333,-48.0494",Escada_Rolante_1,Escada_Rolante,0.71,Nenhum,28.2,0.95,N/A,Em movimento,36.47,Nenhum,8,Não,Não
2026-03-27 00:40:06,Terminal Ceilândia,"-15.8078,-48.1258",Elevador_1,Elevador,2.28,Nenhum,20.5,2.43,Aberta,Andar 10,29.14,Nenhum,8,Não,Não
2026-03-27 00:45:06,Taguatinga Sul,"-15.8569,-48.0336",Escada_Rolante_4,Escada_Rolante,1.9,Nenhum,24.8,1.04,N/A,Em movimento,42.33,Nenhum,1,Não,Não
2026-03-27 00:50:06,Terminal Asa Sul,"-15.8483,-47.9239",Escada_Rolante_1,Escada_Rolante,0.48,Nenhum,24.5,0.95,N/A,Em movimento,40.53,Nenhum,1,Não,Não
2026-03-27 00:55:06,Samambaia Sul,"-15.8753,-48.0817",Elevador_3,Elevador,1.79,Leve,27.9,2.32,Fechada,Andar 9,39.43,Nenhum,7,Não,Não
2026-03-27 01:00:06,110 Sul,"-15.8286,-47.9089",Escada_Rolante_3,Escada_Rolante,2.31,Nenhum,26.2,1.08,N/A,Em movimento,26.25,Nenhum,3,Não,Não
2026-03-27 01:05:06,Ceilândia Centro,"-15.8236,-48.1128",Escada_Rolante_4,Escada_Rolante,1.94,Nenhum,24.6,1.07,N/A,Em movimento,46.28,Nenhum,8,Não,Não
2026-03-27 01:10:06,Águas Claras,"-15.8406,-48.0264",Escada_Rolante_2,Escada_Rolante,2.48,Nenhum,29.4,0.92,N/A,Em movimento,39.19,Nenhum,0,Não,Não
2026-03-27 01:15:06,Águas Claras,"-15.8406,-48.0264",Elevador_1,Elevador,0.31,Nenhum,27.6,2.31,Fechada,Andar 7,48.48,Nenhum,8,Não,Não
2026-03-27 01:20:06,Arniqueiras,"-15.8378,-48.0169",Elevador_1,Elevador,0.46,Nenhum,24.6,1.63,Aberta,Andar 5,42.81,Nenhum,1,Não,Não
2026-03-27 01:25:06,Concessionárias,"-15.8361,-48.0381",Escada_Rolante_4,Escada_Rolante,1.12,Nenhum,20.8,1.07,N/A,Em movimento,44.43,Nenhum,3,Não,Não
2026-03-27 01:30:06,Taguatinga Sul,"-15.8569,-48.0336",Escada_Rolante_3,Escada_Rolante,0.19,Nenhum,26.8,1.01,N/A,Em movimento,48.25,Nenhum,7,Não,Não
2026-03-27 01:35:06,110 Sul,"-15.8286,-47.9089",Escada_Rolante_3,Escada_Rolante,1.99,Nenhum,22.6,1.02,N/A,Em movimento,37.46,Nenhum,1,Não,Não
2026-03-27 01:40:06,Ceilândia Norte,"-15.8142,-48.1189",Elevador_3,Elevador,0.9,Nenhum,29.1,2.31,Fechada,Andar 10,45.68,Nenhum,3,Não,Não
2026-03-27 01:45:06,Samambaia Sul,"-15.8753,-48.0817",Elevador_4,Elevador,1.14,Nenhum,27.8,1.67,Aberta,Andar 10,25.44,Nenhum,6,Não,Não
2026-03-27 01:50:06,Terminal Ceilândia,"-15.8078,-48.1258",Elevador_3,Elevador,0.71,Nenhum,20.3,1.88,Aberta,Andar 7,48.04,Nenhum,4,Não,Não
2026-03-27 01:55:06,114 Sul,"-15.8406,-47.9181",Elevador_3,Elevador,0.68,Nenhum,29.3,2.14,Aberta,Andar 2,31.85,Nenhum,0,Não,Não
2026-03-27 02:00:06,114 Sul,"-15.8406,-47.9181",Elevador_2,Elevador,2.18,Nenhum,21.9,1.1,Fechada,Andar 9,46.64,Nenhum,3,Não,Não
2026-03-27 02:05:06,106 Sul,"-15.8164,-47.8997",Elevador_1,Elevador,1.3,Leve,28.8,2.2,Fechada,Andar 4,20.24,Nenhum,2,Não,Não
2026-03-27 02:10:06,Guariroba,"-15.8306,-48.1022",Elevador_2,Elevador,1.26,Nenhum,21.2,2.34,Aberta,Andar 2,25.84,Nenhum,3,Não,Não
2026-03-27 02:15:06,Terminal Ceilândia,"-15.8078,-48.1258",Escada_Rolante_1,Escada_Rolante,0.26,Nenhum,22.5,0.97,N/A,Em movimento,30.92,Nenhum,4,Não,Não
2026-03-27 02:20:06,Feira,"-15.8319,-47.9547",Escada_Rolante_4,Escada_Rolante,0.54,Nenhum,29.0,0.95,N/A,Em movimento,36.67,Nenhum,4,Não,Não
2026-03-27 02:25:06,108 Sul,"-15.8228,-47.9042",Escada_Rolante_3,Escada_Rolante,1.71,Nenhum,29.8,0.95,N/A,Em movimento,21.34,Nenhum,1,Não,Não
2026-03-27 02:30:06,Águas Claras,"-15.8406,-48.0264",Escada_Rolante_1,Escada_Rolante,1.48,Nenhum,24.5,1.07,N/A,Em movimento,26.8,Nenhum,3,Não,Não
2026-03-27 02:35:06,Terminal Samambaia,"-15.8744,-48.0964",Escada_Rolante_1,Escada_Rolante,1.29,Nenhum,23.9,0.92,N/A,Em movimento,47.51,Nenhum,6,Não,Não
2026-03-27 02:40:06,Centro Metropolitano,"-15.8344,-48.0772",Elevador_2,Elevador,1.87,Nenhum,24.8,2.09,Aberta,Andar 7,32.37,Nenhum,7,Não,Não
2026-03-27 02:45:06,Central,"-15.7925,-47.8828",Elevador_2,Elevador,2.33,Nenhum,20.5,1.48,Fechada,Andar 3,32.35,Nenhum,1,Não,Não
2026-03-27 02:50:06,Praça do Relógio,"-15.8319,-48.0569",Elevador_2,Elevador,1.74,Nenhum,20.2,1.04,Fechada,Andar 8,20.72,Nenhum,8,Não,Não
2026-03-27 02:55:06,Guariroba,"-15.8306,-48.1022",Escada_Rolante_4,Escada_Rolante,1.41,Nenhum,29.9,1.08,N/A,Em movimento,32.42,Nenhum,3,Não,Não
2026-03-27 03:00:06,106 Sul,"-15.8164,-47.8997",Elevador_4,Elevador,0.5,Nenhum,22.3,1.58,Aberta,Andar 7,47.33,Nenhum,7,Não,Não
2026-03-27 03:05:06,Arniqueiras,"-15.8378,-48.0169",Escada_Rolante_2,Escada_Rolante,0.21,Nenhum,21.0,0.94,N/A,Em movimento,23.27,Nenhum,3,Não,Não
2026-03-27 03:10:06,110 Sul,"-15.8286,-47.9089",Escada_Rolante_4,Escada_Rolante,0.24,Nenhum,21.1,0.93,N/A,Em movimento,28.13,Nenhum,4,Não,Não
2026-03-27 03:15:06,Concessionárias,"-15.8361,-48.0381",Escada_Rolante_4,Escada_Rolante,1.35,Nenhum,20.7,1.06,N/A,Em movimento,28.86,Nenhum,8,Não,Não
2026-03-27 03:20:06,Shopping,"-15.8336,-47.9422",Elevador_4,Elevador,2.46,Nenhum,29.5,1.05,Fechada,Andar 4,38.78,Nenhum,1,Não,Não
2026-03-27 03:25:06,102 Sul,"-15.8044,-47.8903",Elevador_4,Elevador,1.77,Nenhum,27.4,1.27,Aberta,Andar 7,29.72,Nenhum,2,Não,Não
2026-03-27 03:30:06,102 Sul,"-15.8044,-47.8903",Elevador_4,Elevador,0.21,Nenhum,25.6,1.85,Aberta,Andar 3,23.66,Nenhum,0,Não,Não
2026-03-27 03:35:06,Terminal Asa Sul,"-15.8483,-47.9239",Elevador_4,Elevador,0.24,Nenhum,27.2,1.1,Fechada,Andar 7,31.78,Nenhum,7,Não,Não
2026-03-27 03:40:06,112 Sul,"-15.8347,-47.9133",Elevador_2,Elevador,1.41,Nenhum,23.3,2.46,Fechada,Andar 4,32.37,Nenhum,6,Não,Não
2026-03-27 03:45:06,Shopping,"-15.8336,-47.9422",Escada_Rolante_2,Escada_Rolante,1.91,Nenhum,22.8,0.91,N/A,Em movimento,48.82,Nenhum,8,Não,Não
2026-03-27 03:50:06,Ceilândia Centro,"-15.8236,-48.1128",Elevador_1,Elevador,1.24,Nenhum,22.1,1.08,Fechada,Andar 1,27.16,Nenhum,6,Não,Não
2026-03-27 03:55:06,102 Sul,"-15.8044,-47.8903",Escada_Rolante_4,Escada_Rolante,0.29,Nenhum,27.4,0.91,N/A,Em movimento,40.54,Nenhum,2,Não,Não
2026-03-27 04:00:06,Guará,"-15.8258,-47.9708",Elevador_3,Elevador,0.28,Nenhum,24.1,1.55,Fechada,Andar 3,33.55,Nenhum,0,Não,Não
2026-03-27 04:05:06,Centro Metropolitano,"-15.8344,-48.0772",Elevador_4,Elevador,0.68,Nenhum,21.0,2.13,Fechada,Andar 8,28.16,Nenhum,0,Não,Não
2026-03-27 04:10:06,Ceilândia Norte,"-15.8142,-48.1189",Elevador_4,Elevador,0.78,Nenhum,24.7,1.69,Fechada,Andar 6,48.25,Nenhum,0,Não,Não
2026-03-27 04:15:06,Praça do Relógio,"-15.8319,-48.0569",Elevador_1,Elevador,1.39,Nenhum,20.9,1.07,Fechada,Andar 1,27.36,Nenhum,8,Não,Não
2026-03-27 04:20:06,Estrada Parque,"-15.8333,-48.0494",Escada_Rolante_4,Escada_Rolante,0.41,Nenhum,26.8,1.06,N/A,Em movimento,21.13,Nenhum,5,Não,Não
2026-03-27 04:25:06,Ceilândia Sul,"-15.8378,-48.0933",Escada_Rolante_4,Escada_Rolante,1.22,Nenhum,26.9,0.91,N/A,Em movimento,21.05,Nenhum,0,Não,Não
2026-03-27 04:30:06,Concessionárias,"-15.8361,-48.0381",Elevador_4,Elevador,0.58,Nenhum,25.8,2.21,Fechada,Andar 8,39.77,Nenhum,7,Não,Não
2026-03-27 04:35:06,Ceilândia Centro,"-15.8236,-48.1128",Escada_Rolante_2,Escada_Rolante,2.28,Nenhum,27.8,1.04,N/A,Em movimento,22.1,Nenhum,8,Não,Não
2026-03-27 04:40:06,Guará,"-15.8258,-47.9708",Elevador_1,Elevador,0.91,Leve,22.9,1.46,Aberta,Andar 5,45.28,Nenhum,2,Não,Não
2026-03-27 04:45:06,Praça do Relógio,"-15.8319,-48.0569",Escada_Rolante_1,Escada_Rolante,1.94,Nenhum,24.3,1.01,N/A,Em movimento,27.69,Nenhum,8,Não,Não
2026-03-27 04:50:06,110 Sul,"-15.8286,-47.9089",Elevador_1,Elevador,0.28,Nenhum,25.9,2.15,Fechada,Andar 1,33.24,Nenhum,5,Não,Não
2026-03-27 04:55:06,Ceilândia Sul,"-15.8378,-48.0933",Elevador_4,Elevador,2.42,Nenhum,27.7,2.37,Fechada,Andar 3,22.89,Nenhum,8,Não,Não
2026-03-27 05:00:06,Praça do Relógio,"-15.8319,-48.0569",Escada_Rolante_3,Escada_Rolante,0.44,Nenhum,27.3,0.96,N/A,Em movimento,32.39,Nenhum,2,Não,Não
2026-03-27 05:05:06,Terminal Asa Sul,"-15.8483,-47.9239",Elevador_1,Elevador,2.41,Nenhum,26.9,2.37,Fechada,Andar 7,26.97,Nenhum,4,Não,Não
2026-03-27 05:10:06,Estrada Parque,"-15.8333,-48.0494",Elevador_4,Elevador,1.28,Nenhum,22.3,2.39,Fechada,Andar 10,27.5,Nenhum,8,Não,Não
2026-03-27 05:15:06,108 Sul,"-15.8228,-47.9042",Escada_Rolante_2,Escada_Rolante,1.66,Nenhum,24.2,0.99,N/A,Em movimento,44.96,Nenhum,4,Não,Não
